MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521,8.245,52.68,0.2982,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_00,9999,48.67,0.2848,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_01,109.52,49.9,0.2887,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_02,35.72,51.42,0.3054,0.2963,0.0062,56,83,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_03,24.26,51.17,0.3001,0.2198,0.0041,41,59,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_04,16.31,52.28,0.2983,0.1946,0.0372,31,33,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_05,22.91,52.78,0.2987,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_06,20.88,52.52,0.2991,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_07,13.94,52.46,0.2991,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_08,11.54,52.86,0.2992,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_09,13.58,52.59,0.2988,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_10,15.8,52.35,0.2997,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_11,15.1,52.74,0.2989,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_12,12.82,52.48,0.2984,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_13,11.6,52.56,0.2984,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_14,11.93,52.29,0.2977,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_15,13.13,52.23,0.2988,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_16,13.64,53.19,0.2995,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_17,11.02,53.21,0.2986,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_18,8.63,52.59,0.2986,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,1,model_1_multimer_v2_p1_230328_225521_recycled_19,8.83,52.6,0.2982,0,0,0,0,MYD88_A2A791_x1_1,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045,20.793,49.65,0.3013,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_00,9999,46.52,0.289,0.3477,0.0053,43,64,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_01,107.3,48.05,0.2921,0.3529,0.0051,47,75,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_02,37.65,48.97,0.297,0.0014,0,2,1,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_03,42.58,48.88,0.3006,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_04,25.59,48.82,0.303,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_05,20.35,49.12,0.3017,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_06,21.56,49.41,0.3026,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_07,17.47,49.57,0.3031,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_08,15.64,49.21,0.3032,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_09,20.01,49.95,0.3026,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_10,19.73,49.2,0.3023,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_11,19.01,49.56,0.302,0,0,0,0,MYD88_A2A791_x1_2,2,2
MYD88_A2A791_x1,2,model_2_multimer_v2_p1_230329_969045_recycled_12,30.15,49.31,0.304,0,0,0,0,MYD88_A2A791_x1_2,2,2
